record_source,priority,category,assignment_group,location,contact_type,impact,urgency,reassignment_count,reopen_count,sla_target_minutes,breached
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,IT Support,Countrywide,Portal,High,High,1,0,240,1
SIMULATED_CONTRACTORLINK,High,Delivery,Maintenance,Nairobi,Portal,Medium,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Nairobi,Phone,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 13,Group 70,Location 54,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 242,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,?,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Countrywide,Portal,Low,Low,0,1,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Relocation Operations,Kisumu,Portal,High,Medium,0,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,IT Support,Mombasa,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Kisumu,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Nairobi,Portal,Medium,Low,1,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Nairobi,Portal,Medium,High,1,0,480,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Relocation Operations,Mombasa,Portal,Medium,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Nairobi,Email,Low,High,2,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,Group 9,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Delivery,Kisumu,Portal,Low,Medium,1,0,480,1
SIMULATED_CONTRACTORLINK,High,Inspection,Field Services,Countrywide,Phone,Medium,High,1,0,480,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Nairobi,Portal,Low,Medium,0,1,480,1
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Countrywide,Portal,Medium,Low,0,1,1440,1
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Nairobi,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Mombasa,Portal,Medium,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 15,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Relocation Operations,Countrywide,Portal,Low,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,High,Inspection,Delivery,Mombasa,Email,Low,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Mombasa,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Nairobi,Email,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 19,Group 20,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Mombasa,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Maintenance,Nairobi,Email,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,High,Maintenance,IT Support,Kisumu,Portal,Low,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 6,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 29,Location 82,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 91,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Countrywide,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Countrywide,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 17,Group 69,Location 134,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Mombasa,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Nairobi,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Delivery,Countrywide,Portal,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Field Services,Countrywide,Email,High,Medium,0,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 12,Location 33,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Maintenance,Countrywide,Portal,Low,High,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Nairobi,Portal,Low,High,1,0,480,1
EXTERNAL_SERVICENOW,1 - Critical,Category 42,Group 55,Location 15,Phone,1 - High,1 - High,0,0,240,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Delivery,Kisumu,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Delivery,Mombasa,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Relocation Operations,Kisumu,Phone,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Relocation,Field Services,Nairobi,Email,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Countrywide,Portal,Low,High,0,1,480,1
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Mombasa,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Countrywide,Portal,Medium,Low,0,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Kisumu,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,IT Support,Kisumu,Portal,High,High,0,0,240,1
SIMULATED_CONTRACTORLINK,High,Relocation,Relocation Operations,Countrywide,Portal,Low,High,2,0,480,1
SIMULATED_CONTRACTORLINK,Critical,Delivery,IT Support,Kisumu,Phone,High,Medium,0,1,240,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Mombasa,Portal,Medium,Low,3,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,?,Location 54,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Countrywide,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Delivery,Nairobi,Portal,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Kisumu,Portal,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 13,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Relocation Operations,Kisumu,Email,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Kisumu,Phone,Medium,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 66,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,?,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,IT Support,Nairobi,Portal,High,High,0,2,240,1
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Countrywide,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Kisumu,Email,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 13,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 9,Location 179,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 55,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Countrywide,Portal,Low,Low,2,1,1440,1
SIMULATED_CONTRACTORLINK,Critical,Inspection,Maintenance,Mombasa,Portal,High,High,2,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Countrywide,Email,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Field Services,Kisumu,Phone,Medium,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 23,Location 12,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Countrywide,Portal,Low,Low,2,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 43,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 58,Location 209,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Countrywide,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Countrywide,Portal,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Countrywide,Email,Low,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,Normal,Relocation,Delivery,Kisumu,Portal,Medium,Low,1,1,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Delivery,Mombasa,Portal,Medium,Medium,1,1,480,1
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Nairobi,Portal,Medium,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Mombasa,Portal,Medium,Low,0,1,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 9,Location 71,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 41,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 44,Group 5,Location 41,Self service,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Delivery,Kisumu,Portal,Medium,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Nairobi,Phone,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Countrywide,Portal,Medium,Low,3,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Relocation Operations,Countrywide,Portal,High,Medium,0,1,240,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Kisumu,Email,Medium,Low,0,0,1440,1
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Mombasa,Email,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Mombasa,Portal,Low,High,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 43,Group 31,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 43,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,Group 23,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 70,Location 38,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Relocation Operations,Countrywide,Portal,Medium,Medium,1,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 51,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Mombasa,Email,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Nairobi,Phone,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Field Services,Countrywide,Email,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 9,Group 30,Location 51,Phone,3 - Low,3 - Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Maintenance,Nairobi,Portal,Medium,Medium,0,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 28,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Maintenance,Kisumu,Portal,High,Medium,1,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Kisumu,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 49,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Mombasa,Portal,Medium,Medium,1,0,480,0
SIMULATED_CONTRACTORLINK,High,Relocation,Maintenance,Nairobi,Portal,Low,High,0,0,480,1
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Kisumu,Portal,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Relocation Operations,Kisumu,Portal,High,Medium,0,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Countrywide,Email,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Maintenance,Nairobi,Email,Low,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Kisumu,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Countrywide,Email,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Nairobi,Portal,Low,Low,1,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 29,Location 44,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Kisumu,Portal,Medium,Low,0,0,1440,1
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Nairobi,Portal,Medium,Low,0,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 27,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Delivery,Countrywide,Phone,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Relocation Operations,Countrywide,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Relocation Operations,Kisumu,Portal,High,Medium,0,1,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 44,Group 5,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Field Services,Kisumu,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Mombasa,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 64,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 64,Location 33,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 58,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Field Services,Mombasa,Phone,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 42,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 33,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 22,Group 75,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Nairobi,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 55,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 23,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 19,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Field Services,Kisumu,Portal,High,Medium,1,0,240,1
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Nairobi,Email,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 97,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Maintenance,Kisumu,Email,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Mombasa,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Maintenance,Nairobi,Portal,High,Medium,1,1,240,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Kisumu,Portal,Low,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 55,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Mombasa,Portal,Medium,Low,0,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Kisumu,Portal,Medium,Medium,2,0,480,1
SIMULATED_CONTRACTORLINK,Critical,Relocation,Maintenance,Countrywide,Portal,High,Medium,1,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Mombasa,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 39,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Mombasa,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 45,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Delivery,Countrywide,Phone,High,High,1,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Kisumu,Phone,Medium,Low,1,1,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Countrywide,Phone,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,High,Relocation,Relocation Operations,Mombasa,Portal,Low,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 73,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Field Services,Nairobi,Portal,Medium,High,0,1,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,Group 20,Location 135,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,IT Support,Kisumu,Phone,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Maintenance,Kisumu,Portal,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Field Services,Nairobi,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Relocation Operations,Nairobi,Portal,High,High,2,0,240,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Maintenance,Kisumu,Portal,Medium,High,1,0,480,1
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Mombasa,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Field Services,Countrywide,Email,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,IT Support,Nairobi,Portal,High,High,2,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 70,Location 111,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Countrywide,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 43,Group 43,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Mombasa,Portal,Medium,Low,2,0,1440,0
